,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
10366835,,,,,,,,1,09/06/2020,Vente,"98000,00",323.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,80,,31,"29,80",,,,,,,,,1,2.0,Appartement,,29.0,1.0,,,
10366838,,,,,,,,1,28/05/2020,Vente,"330000,00",40.0,,RUE,3520,FERRERE,33000.0,BORDEAUX,33,63,,PI,100,,1,,8,,,,,,,,2,2.0,Appartement,,55.0,2.0,,,
10366840,,,,,,,,1,05/06/2020,Vente,"460000,00",186.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,43,,12,,,,,,,,,,1,2.0,Appartement,,69.0,3.0,,,
10366841,,,,,,,,1,09/06/2020,Vente,"595000,00",13.0,,RUE,9190,VANTRASSON,33000.0,BORDEAUX,33,63,,OZ,167,,1,"113,40",,,,,,,,,1,2.0,Appartement,,113.0,4.0,,,
10366843,,,,,,,,1,11/06/2020,Vente,"217870,00",31.0,,RUE,2310,CORNAC,33000.0,BORDEAUX,33,63,,PL,83,,19,,,,,,,,,,1,2.0,Appartement,,38.0,1.0,,,
10366844,,,,,,,,1,04/06/2020,Vente,"330000,00",168.0,,RUE,2500,DAVID JOHNSTON,33000.0,BORDEAUX,33,63,,OW,172,,3,"67,00",,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
10366848,,,,,,,,1,25/05/2020,Vente,"152000,00",1.0,,ALL,8045,RONSARD,33200.0,BORDEAUX,33,63,,OB,181,,58,"33,27",,,,,,,,,1,2.0,Appartement,,33.0,1.0,,,
10366851,,,,,,,,1,22/05/2020,Vente,"240000,00",30.0,,ALL,4318,HAUSSMANN,33300.0,BORDEAUX,33,63,,RM,44,,125,"66,38",,,,,,,,,1,2.0,Appartement,,66.0,3.0,,,
10366860,,,,,,,,1,08/06/2020,Vente,"520000,00",9.0,,RUE,9130,ULYSSE GAYON,33000.0,BORDEAUX,33,63,,LI,53,,4,"113,61",,,,,,,,,1,2.0,Appartement,,115.0,3.0,,,
10366871,,,,,,,,1,28/05/2020,Vente,"229470,00",9.0,,RUE,8411,SAINTE ELISABETH CAUD,33200.0,BORDEAUX,33,63,,YP,105,,596,,647,"76,27",,,,,,,2,2.0,Appartement,,71.0,3.0,,,
10366880,,,,,,,,1,29/05/2020,Vente,"620000,00",58.0,,RUE,2400,CROIX SEGUEY,33000.0,BORDEAUX,33,63,,LH,2,,6,"66,33",7,"5,26",8,"76,37",,,,,3,2.0,Appartement,,158.0,5.0,,,
10366881,,,,,,,,1,29/05/2020,Vente,"452500,00",19.0,,RUE,9130,ULYSSE GAYON,33000.0,BORDEAUX,33,63,,LI,47,,,,,,,,,,,,0,1.0,Maison,,87.0,4.0,S,,45.0
10366883,,,,,,,,1,15/06/2020,Vente,"320000,00",7.0,,RUE,0026,DES ACACIAS CAUD,33200.0,BORDEAUX,33,63,,YB,4,,16,"109,52",3,,,,,,,,2,2.0,Appartement,,110.0,4.0,,,
10366884,,,,,,,,1,25/05/2020,Vente,"100000,00",58.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,111,"28,39",180,,,,,,,,2,2.0,Appartement,,29.0,1.0,,,
10366885,,,,,,,,1,26/05/2020,Vente,"606000,00",7.0,,RUE,1448,CAMILLE RENOUIL,33200.0,BORDEAUX,33,63,,YC,137,,,,,,,,,,,,0,1.0,Maison,,120.0,6.0,S,,254.0
10366886,,,,,,,,1,15/06/2020,Vente,"280000,00",34.0,,RUE,0475,AUGUSTE POIRSON,33000.0,BORDEAUX,33,63,,OS,87,,33,"78,42",8,,,,,,,,2,2.0,Appartement,,79.0,4.0,,,
10366890,,,,,,,,1,05/06/2020,Vente,"325500,00",74.0,,RUE,3260,ETCHENIQUE,33200.0,BORDEAUX,33,63,,NP,83,,,,,,,,,,,,0,1.0,Maison,,81.0,4.0,S,,372.0
10366892,,,,,,,,1,15/06/2020,Vente,"242600,00",54.0,,RUE,2575,DEPE CAUD,33200.0,BORDEAUX,33,63,,VL,2,,234,"76,44",241,,,,,,,,2,2.0,Appartement,,73.0,4.0,,,
10366907,,,,,,,,1,15/06/2020,Vente,"479500,00",75.0,,RUE,0105,ALBERT PITRES,33000.0,BORDEAUX,33,63,,PO,35,,11,,,,,,,,,,1,2.0,Appartement,,97.0,4.0,,,
10366912,,,,,,,,1,10/06/2020,Vente,"550000,00",215.0,,RUE,6660,NAUJAC,33000.0,BORDEAUX,33,63,,LK,68,,,,,,,,,,,,0,1.0,Maison,,100.0,4.0,S,,318.0
10366915,,,,,,,,1,20/05/2020,Vente,"360000,00",299.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VH,33,,18,,37,,,,,,,,2,2.0,Appartement,,96.0,5.0,,,
10366917,,,,,,,,1,11/06/2020,Vente,"110000,00",16.0,,RUE,3260,ETCHENIQUE,33200.0,BORDEAUX,33,63,,NP,28,,8,,,,,,,,,,1,2.0,Appartement,,32.0,1.0,,,
10366928,,,,,,,,1,10/06/2020,Vente,"341000,00",34.0,,RUE,1625,CARTON,33200.0,BORDEAUX,33,63,,YM,17,,,,,,,,,,,,0,1.0,Maison,,83.0,3.0,S,,630.0
10366935,,,,,,,,1,05/06/2020,Vente,"70800,00",18.0,,RUE,3400,DES FAUSSETS,33000.0,BORDEAUX,33,63,,KL,76,,9,"13,56",,,,,,,,,1,2.0,Appartement,,14.0,1.0,,,
10366936,,,,,,,,1,28/05/2020,Vente,"224900,00",26.0,,RUE,1975,CHARLES PUYO,33300.0,BORDEAUX,33,63,,RL,83,,17,"48,75",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
10366942,,,,,,,,1,28/05/2020,Vente,"285000,00",12.0,,PL,4150,DES GRANDS HOMMES,33000.0,BORDEAUX,33,63,,KO,30,,7,"36,67",,,,,,,,,1,2.0,Appartement,,35.0,2.0,,,
10366944,,,,,,,,1,29/05/2020,Vente,"303000,00",21.0,,RUE,1645,CASTELMORON,33000.0,BORDEAUX,33,63,,KE,23,,2,"49,87",,,,,,,,,1,2.0,Appartement,,49.0,2.0,,,
10366979,,,,,,,,1,25/05/2020,Vente,"179150,00",13.0,,BD,7566,DU PRESIDENT WILSON,33200.0,BORDEAUX,33,63,,MI,391,,23,"47,11",,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
10366980,,,,,,,,1,28/05/2020,Vente,"396000,00",26.0,,RUE,9440,VIRGINIA,33200.0,BORDEAUX,33,63,,VS,26,,1,"97,02",,,,,,,,,1,2.0,Appartement,,96.0,5.0,,,
10366983,,,,,,,,1,08/06/2020,Vente,"210000,00",105.0,,QUAI,2000,DES CHARTRONS,33300.0,BORDEAUX,33,63,,RH,30,,28,"30,46",,,,,,,,,1,2.0,Appartement,,37.0,2.0,,,
10366985,,,,,,,,1,27/05/2020,Vente,"560010,00",279.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NS,101,,,,,,,,,,,,0,1.0,Maison,,111.0,3.0,AB,,242.0
10366987,,,,,,,,1,09/06/2020,Vente,"90480,00",208.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,NT,14,,163,"24,97",,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
10366988,,,,,,,,1,12/06/2020,Vente,"851200,00",64.0,,RUE,3235,ERNEST RENAN,33000.0,BORDEAUX,33,63,,LO,234,,,,,,,,,,,,0,1.0,Maison,,177.0,5.0,S,,252.0
10366990,,,,,,,,1,12/06/2020,Vente,"370000,00",392.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VO,102,,2509,"79,37",,,,,,,,,1,2.0,Appartement,,79.0,4.0,,,
10366993,,,,,,,,1,16/06/2020,Vente,"240000,00",10.0,,RUE,4371,HENRI GUILLEMIN,33300.0,BORDEAUX,33,63,,PZ,156,,19,"64,81",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
10366997,,,,,,,,1,29/05/2020,Vente,"1362610,00",10.0,B,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,345,,,,,,,,,,,,0,1.0,Maison,,200.0,5.0,S,,372.0
10366999,,,,,,,,1,01/06/2020,Vente,"440000,00",59.0,,RUE,4956,DE LACANAU CAUD,33200.0,BORDEAUX,33,63,,NV,307,,,,,,,,,,,,0,1.0,Maison,,74.0,3.0,S,,379.0
10367000,,,,,,,,1,01/06/2020,Vente,"440000,00",57.0,,RUE,4956,DE LACANAU CAUD,33200.0,BORDEAUX,33,63,,NV,309,,,,,,,,,,,,0,1.0,Maison,,37.0,2.0,S,,62.0
10367015,,,,,,,,1,12/06/2020,Vente,"775000,00",7.0,,RUE,7070,PAULIN,33000.0,BORDEAUX,33,63,,LP,219,,,,,,,,,,,,0,2.0,Appartement,,57.0,2.0,S,,163.0
10367027,,,,,,,,1,11/06/2020,Vente,"168500,00",163.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RD,19,,15,"49,37",,,,,,,,,1,2.0,Appartement,,49.0,2.0,,,
10367030,,,,,,,,1,28/05/2020,Vente,"732850,00",18.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,MX,52,,,,,,,,,,,,0,1.0,Maison,,130.0,8.0,S,,236.0
10367031,,,,,,,,1,19/05/2020,Vente,"102000,00",76.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VX,14,,49,,59,"27,14",,,,,,,2,2.0,Appartement,,27.0,1.0,,,
10367036,,,,,,,,1,10/06/2020,Vente,"452000,00",16.0,,CRS,3985,GEORGES CLEMENCEAU,33000.0,BORDEAUX,33,63,,KO,243,,2,"75,39",,,,,,,,,1,2.0,Appartement,,73.0,2.0,,,
10367037,,,,,,,,1,08/06/2020,Vente,"650000,00",14.0,,RUE,7715,QUEYRET CAUD,33200.0,BORDEAUX,33,63,,YK,100,,,,,,,,,,,,0,1.0,Maison,,77.0,3.0,S,,787.0
10367040,,,,,,,,1,28/05/2020,Vente,"180000,00",26.0,,RUE,9440,VIRGINIA,33200.0,BORDEAUX,33,63,,VS,26,,47,"46,27",,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
10367044,,,,,,,,1,29/05/2020,Vente,"164000,00",317.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,79,,8,"68,41",,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,
10367048,,,,,,,,1,25/05/2020,Vente,"410000,00",21.0,,RUE,2500,DAVID JOHNSTON,33000.0,BORDEAUX,33,63,,PB,205,,2,,,,,,,,,,1,2.0,Appartement,,93.0,3.0,,,
10367056,,,,,,,,1,28/05/2020,Vente,"225150,00",114.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,264,"66,28",,,,,,,,,1,2.0,Appartement,,66.0,3.0,,,
10367062,,,,,,,,1,26/05/2020,Vente,"483600,00",59.0,,RUE,3380,FAMATINA,33200.0,BORDEAUX,33,63,,MW,283,,,,,,,,,,,,0,1.0,Maison,,65.0,3.0,S,,163.0
10367070,,,,,,,,1,04/06/2020,Vente,"272200,00",74.0,,RUE,8720,SOUBIRAS CAUD,33200.0,BORDEAUX,33,63,,YE,124,,22,,3,,,,,,,,2,2.0,Appartement,,100.0,4.0,,,
10367075,,,,,,,,1,12/06/2020,Vente,"296000,00",220.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RK,148,,2,,,,,,,,,,1,2.0,Appartement,,100.0,3.0,,,
10367076,,,,,,,,1,03/06/2020,Vente,"180000,00",223.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,MM,46,,284,,,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
10367100,,,,,,,,1,29/05/2020,Vente,"331225,00",15.0,,RUE,1935,CHARLES DURAND,33300.0,BORDEAUX,33,63,,RX,126,,193,,,,,,,,,,1,2.0,Appartement,,74.0,4.0,,,
10367104,,,,,,,,1,23/05/2020,Vente,"217000,00",38.0,,RUE,5705,DU LOUP,33000.0,BORDEAUX,33,63,,KI,227,,4,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
10367109,,,,,,,,1,10/06/2020,Vente,"128000,00",2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,68,,,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
10367110,,,,,,,,1,28/05/2020,Vente,"1350000,00",116.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,YS,144,,,,,,,,,,,,0,1.0,Maison,,130.0,5.0,AG,,1287.0
10367111,,,,,,,,1,28/05/2020,Vente,"1350000,00",116.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,YS,144,,,,,,,,,,,,0,1.0,Maison,,130.0,5.0,S,,1065.0
10367112,,,,,,,,1,17/06/2020,Vente,"349900,00",23.0,,RUE,3735,FRERE,33000.0,BORDEAUX,33,63,,PM,275,,4,,,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,
10367113,,,,,,,,1,17/06/2020,Vente,"349900,00",23.0,,RUE,3735,FRERE,33000.0,BORDEAUX,33,63,,PM,275,,2,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
10367114,,,,,,,,1,29/05/2020,Vente,"253000,00",30.0,,RUE,2400,CROIX SEGUEY,33000.0,BORDEAUX,33,63,,LH,79,,3,"44,51",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,
10367117,,,,,,,,1,29/05/2020,Vente,"563090,00",35.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,36,,2,,,,,,,,,,1,2.0,Appartement,,90.0,3.0,,,
10367122,,,,,,,,1,13/06/2020,Vente,"152000,00",2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,38,,,,,,,,,,1,2.0,Appartement,,52.0,2.0,,,
10367123,,,,,,,,1,02/06/2020,Vente,"968820,00",8.0,,RUE,2715,DU DOCTEUR PAUL CASTANET,33200.0,BORDEAUX,33,63,,YO,65,,,,,,,,,,,,0,1.0,Maison,,150.0,5.0,S,,593.0
10367126,,,,,,,,1,02/06/2020,Vente,"258000,00",40.0,,BD,0155,ALFRED DANEY,33300.0,BORDEAUX,33,63,,RM,136,,19,,,,,,,,,,1,2.0,Appartement,,66.0,3.0,,,
10367131,,,,,,,,1,02/06/2020,Vente,"245000,00",356.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VP,89,,354,,,,,,,,,,1,2.0,Appartement,,75.0,5.0,,,
10367137,,,,,,,,1,28/05/2020,Vente,"370000,00",5.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,12,,17,"55,72",,,,,,,,,1,2.0,Appartement,,57.0,2.0,,,
10367141,,,,,,,,1,29/05/2020,Vente,"200000,00",25.0,,CHE,5030,LAFITTE,33300.0,BORDEAUX,33,63,,SM,24,,,,,,,,,,,,0,1.0,Maison,,82.0,4.0,S,,479.0
10367152,,,,,,,,1,25/05/2020,Vente,"202000,00",37.0,B,RUE,7445,POQUELIN MOLIERE,33000.0,BORDEAUX,33,63,,KH,141,,7,,,,,,,,,,1,2.0,Appartement,,39.0,2.0,,,
10367153,,,,,,,,1,10/06/2020,Vente,"425000,00",31.0,,RUE,5755,DE LURBE,33000.0,BORDEAUX,33,63,,KW,13,,,,,,,,,,,,0,2.0,Appartement,,24.0,2.0,S,,68.0
10367154,,,,,,,,1,10/06/2020,Vente,"425000,00",31.0,,RUE,5755,DE LURBE,33000.0,BORDEAUX,33,63,,KW,13,,,,,,,,,,,,0,2.0,Appartement,,38.0,3.0,S,,68.0
10367155,,,,,,,,1,10/06/2020,Vente,"425000,00",31.0,,RUE,5755,DE LURBE,33000.0,BORDEAUX,33,63,,KW,13,,,,,,,,,,,,0,2.0,Appartement,,24.0,2.0,S,,68.0
10367156,,,,,,,,1,10/06/2020,Vente,"425000,00",31.0,,RUE,5755,DE LURBE,33000.0,BORDEAUX,33,63,,KW,13,,,,,,,,,,,,0,2.0,Appartement,,24.0,2.0,S,,68.0
10367160,,,,,,,,1,03/06/2020,Vente,"525000,00",88.0,,RUE,2855,DUCAU,33000.0,BORDEAUX,33,63,,PM,94,,17,,,,,,,,,,1,2.0,Appartement,,108.0,4.0,,,
10367181,,,,,,,,1,09/06/2020,Vente,"315000,00",1.0,,RUE,8145,DU SACRE COEUR CAUD,33200.0,BORDEAUX,33,63,,,6,,23,"93,15",37,,,,,,,,2,2.0,Appartement,,89.0,4.0,,,
10367185,,,,,,,,1,12/06/2020,Vente,"226700,00",15.0,,CRS,7711,DE QUEBEC,33300.0,BORDEAUX,33,63,,TC,98,,84,,,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
10367189,,,,,,,,1,17/06/2020,Vente,"500000,00",89.0,,RUE,0015,ABBE DE L EPEE,33000.0,BORDEAUX,33,63,,KV,208,,2,"49,85",,,,,,,,,1,2.0,Appartement,,57.0,2.0,,,
10367190,,,,,,,,1,17/06/2020,Vente,"500000,00",89.0,,RUE,0015,ABBE DE L EPEE,33000.0,BORDEAUX,33,63,,KV,208,,2,"49,85",,,,,,,,,1,2.0,Appartement,,57.0,2.0,,,
10367200,,,,,,,,1,09/06/2020,Vente,"313000,00",4.0,,RUE,6510,MONTESQUIEU,33000.0,BORDEAUX,33,63,,KO,180,,64,,82,"39,14",,,,,,,2,2.0,Appartement,,38.0,1.0,,,
10367202,,,,,,,,1,04/06/2020,Vente,"246000,00",50.0,,AV,5931,MARCEL DASSAULT,33300.0,BORDEAUX,33,63,,TH,83,,12,"65,30",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
10367209,,,,,,,,2,15/06/2020,Vente,"730000,00",116.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,YS,164,,,,,,,,,,,,0,1.0,Maison,,130.0,5.0,,,
10367223,,,,,,,,1,15/06/2020,Vente,"1195500,00",1.0,B,ALL,2490,DAVEZAC,33200.0,BORDEAUX,33,63,,YH,253,,,,,,,,,,,,0,1.0,Maison,,180.0,6.0,S,,2378.0
10367235,,,,,,,,1,29/05/2020,Vente,"259000,00",398.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VO,102,,4204,"75,96",,,,,,,,,1,2.0,Appartement,,71.0,3.0,,,
10367236,,,,,,,,1,29/05/2020,Vente,"170000,00",29.0,,RUE,6470,MONNERON,33200.0,BORDEAUX,33,63,,NT,42,,130,,30,,,,,,,,2,2.0,Appartement,,64.0,4.0,,,
10367238,,,,,,,,1,09/06/2020,Vente,"179000,00",221.0,,AV,7900,DE LA REPUBLIQUE  CAUD,33200.0,BORDEAUX,33,63,,MO,196,,49,"51,81",,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
10367243,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,70.0,2.0,,,
10367245,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,75.0,3.0,,,
10367246,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,32.0,1.0,,,
10367247,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,
10367248,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,60.0,2.0,,,
10367249,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,70.0,2.0,,,
10367250,,,,,,,,1,28/05/2020,Vente,"333000,00",39.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,34,,21,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,
10367256,,,,,,,,1,26/05/2020,Vente,"334400,00",36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,788,"102,23",876,,,,,,,,2,2.0,Appartement,,100.0,5.0,,,
10367261,,,,,,,,1,04/06/2020,Vente,"240000,00",7.0,,RUE,7120,PENICAUD,33300.0,BORDEAUX,33,63,,RE,15,,3,,9,,,,,,,,2,2.0,Appartement,,62.0,2.0,,,
10367262,,,,,,,,1,28/05/2020,Vente,"199000,00",1.0,,RUE,9447,VITAL MAREILLE,33300.0,BORDEAUX,33,63,,RM,131,,107,,,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
10367264,,,,,,,,1,08/06/2020,Vente,"285800,00",16.0,,RUE,3730,FREDERIC BENTAYOUX,33300.0,BORDEAUX,33,63,,PR,138,,55,"65,62",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
10367266,,,,,,,,1,15/06/2020,Vente,"1620000,00",60.0,,RUE,2400,CROIX SEGUEY,33000.0,BORDEAUX,33,63,,LH,1,,,,,,,,,,,,0,1.0,Maison,,290.0,8.0,S,,330.0
10367274,,,,,,,,1,04/06/2020,Vente,"225581,00",83.0,,RUE,4065,GODARD CAUD,33200.0,BORDEAUX,33,63,,OD,142,,676,,,,,,,,,,1,2.0,Appartement,,54.0,2.0,,,
10367276,,,,,,,,1,17/06/2020,Vente,"420000,00",8.0,,RUE,5648,LOUIS COMBES,33000.0,BORDEAUX,33,63,,KN,153,,5,"86,25",,,,,,,,,1,2.0,Appartement,,80.0,3.0,,,
10367291,,,,,,,,1,02/06/2020,Vente,"235336,00",222.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,142,,7,"84,53",,,,,,,,,1,2.0,Appartement,,80.0,5.0,,,
10367298,,,,,,,,1,16/06/2020,Vente,"185000,00",16.0,,RUE,6565,MORTON,33200.0,BORDEAUX,33,63,,VR,1,,51,,,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,
10367299,,,,,,,,1,08/06/2020,Vente,"573000,00",33.0,,RUE,2400,CROIX SEGUEY,33000.0,BORDEAUX,33,63,,OW,123,,,,,,,,,,,,0,1.0,Maison,,120.0,4.0,S,,122.0
10367303,,,,,,,,1,04/06/2020,Vente,"231000,00",120.0,,RUE,3260,ETCHENIQUE,33200.0,BORDEAUX,33,63,,NI,103,,114,,121,"80,50",,,,,,,2,2.0,Appartement,,81.0,4.0,,,
10367308,,,,,,,,1,15/06/2020,Vente,"1,00",19.0,,RUE,8040,ROLLAND,33000.0,BORDEAUX,33,63,,KW,190,,6,,,,,,,,,,1,2.0,Appartement,,167.0,6.0,,,
10367313,,,,,,,,1,25/05/2020,Vente,"383500,00",39.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,329,,1,,,,,,,,,,1,2.0,Appartement,,70.0,3.0,,,
10367319,,,,,,,,1,08/06/2020,Vente,"220000,00",60.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RC,104,,226,"63,44",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
10367320,,,,,,,,1,09/06/2020,Vente,"180000,00",127.0,,CRS,0570,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,33,63,,RO,39,,103,"41,67",,,,,,,,,1,2.0,Appartement,,39.0,2.0,,,
10367329,,,,,,,,1,15/06/2020,Vente,"228000,00",125.0,,QUAI,2000,DES CHARTRONS,33300.0,BORDEAUX,33,63,,RR,311,,23,"42,59",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
10367338,,,,,,,,1,28/05/2020,Vente,"390010,00",56.0,,RUE,5590,LOMBARD,33300.0,BORDEAUX,33,63,,RP,215,,7,,,,,,,,,,1,2.0,Appartement,,70.0,3.0,,,
10367340,,,,,,,,1,05/06/2020,Vente,"184000,00",75.0,,CRS,5760,DE LUZE,33300.0,BORDEAUX,33,63,,PV,22,,31,,9,"64,89",,,,,,,2,2.0,Appartement,,56.0,3.0,,,
10367341,,,,,,,,1,04/06/2020,Vente,"207000,00",36.0,,CRS,4355,HENRI BRUNET,33300.0,BORDEAUX,33,63,,SD,62,,263,,266,,,,,,,,2,2.0,Appartement,,67.0,3.0,,,
10367347,,,,,,,,1,18/06/2020,Vente,"157000,00",49.0,,RUE,2206,COMMANDANT CHARCOT CAUD,33200.0,BORDEAUX,33,63,,YE,94,,87,,,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,
10367368,,,,,,,,1,12/06/2020,Vente,"562000,00",246.0,B,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,15,,,,,,,,,,,,0,1.0,Maison,,150.0,6.0,S,,440.0
10367373,,,,,,,,1,10/06/2020,Vente,"538350,00",115.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,MI,332,,,,,,,,,,,,0,1.0,Maison,,197.0,6.0,S,,159.0
10367384,,,,,,,,1,08/06/2020,Vente,"280000,00",51.0,,AV,3841,DE LA GARE,33200.0,BORDEAUX,33,63,,VO,150,,4,"73,30",7,,,,,,,,2,2.0,Appartement,,73.0,5.0,,,
10367392,,,,,,,,1,29/05/2020,Vente,"276000,00",93.0,,RUE,2625,DETROIS,33200.0,BORDEAUX,33,63,,NI,32,,24,"69,59",,,,,,,,,1,2.0,Appartement,,69.0,3.0,,,
10367394,,,,,,,,1,18/06/2020,Vente,"740000,00",3.0,,PL,4350,HENRI BARCKHAUSEN,33000.0,BORDEAUX,33,63,,PO,55,,,,,,,,,,,,0,1.0,Maison,,125.0,4.0,S,,156.0
10367400,,,,,,,,1,08/06/2020,Vente,"381000,00",83.0,,RUE,4065,GODARD CAUD,33200.0,BORDEAUX,33,63,,OD,142,,669,"80,74",,,,,,,,,1,2.0,Appartement,,80.0,2.0,,,
10367406,,,,,,,,1,10/06/2020,Vente,"458000,00",21.0,,RUE,5740,LUFLADE,33000.0,BORDEAUX,33,63,,LE,1,,21,"92,17",,,,,,,,,1,2.0,Appartement,,100.0,3.0,,,
10367408,,,,,,,,1,29/05/2020,Vente,"150000,00",21.0,,RUE,4860,JULES MICHELET,33200.0,BORDEAUX,33,63,,NY,1,,205,,73,,,,,,,,2,2.0,Appartement,,67.0,4.0,,,
10367414,,,,,,,,1,18/06/2020,Vente,"935000,00",22.0,,RUE,7200,PETIT PARC,33200.0,BORDEAUX,33,63,,OB,124,,,,,,,,,,,,0,1.0,Maison,,151.0,5.0,S,,700.0
10367415,,,,,,,,1,11/06/2020,Vente,"200000,00",18.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,23,,638,"63,44",682,,,,,,,,2,2.0,Appartement,,69.0,4.0,,,
