,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1431947,,,,,,,,1,20/01/2022,Vente,"1300000,00",30.0,,RUE,2710,DOCTEUR CH NANCEL PENARD,33000.0,BORDEAUX,33,63,,KD,138,,,,,,,,,,,,0,2.0,Appartement,,25.0,1.0,S,,264.0
1431948,,,,,,,,1,20/01/2022,Vente,"1300000,00",30.0,,RUE,2710,DOCTEUR CH NANCEL PENARD,33000.0,BORDEAUX,33,63,,KD,138,,,,,,,,,,,,0,2.0,Appartement,,32.0,2.0,S,,264.0
1431951,,,,,,,,1,20/01/2022,Vente,"1300000,00",30.0,,RUE,2710,DOCTEUR CH NANCEL PENARD,33000.0,BORDEAUX,33,63,,KD,138,,,,,,,,,,,,0,2.0,Appartement,,74.0,2.0,S,,264.0
1431955,,,,,,,,1,10/01/2022,Vente,"204000,00",40.0,,CRS,0570,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,33,63,,RH,101,,8,,,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,
1431965,,,,,,,,1,11/01/2022,Vente,"170000,00",74.0,,RUE,6745,NOTRE DAME,33000.0,BORDEAUX,33,63,,PK,41,,2,"28,94",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,
1431968,,,,,,,,1,19/01/2022,Vente,"190500,00",5.0,,RUE,5695,LOUIS MIE,33000.0,BORDEAUX,33,63,,HA,78,,3,,,,,,,,,,1,2.0,Appartement,,35.0,1.0,,,
1431977,,,,,,,,1,11/01/2022,Vente,"231500,00",20.0,,RUE,0911,DE BEYSSAC,33800.0,BORDEAUX,33,63,,DN,263,,10,,9,,,,,,,,2,2.0,Appartement,,57.0,2.0,,,
1431985,,,,,,,,1,18/01/2022,Vente,"587000,00",16.0,,RUE,6170,MAUBOURGUET,33000.0,BORDEAUX,33,63,,PC,155,,,,,,,,,,,,0,1.0,Maison,,150.0,5.0,S,,99.0
1431994,,,,,,,,1,05/01/2022,Vente,"135500,00",221.0,,AV,7900,DE LA REPUBLIQUE  CAUD,33200.0,BORDEAUX,33,63,,MO,196,,42,,,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,
1431995,,,,,,,,1,14/01/2022,Vente,"109500,00",60.0,,RUE,8135,DES SABLIERES,33800.0,BORDEAUX,33,63,,ED,126,,126,"27,76",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,
1432013,,,,,,,,1,17/01/2022,Vente,"490000,00",35.0,,RUE,2355,DE LA COURSE,33000.0,BORDEAUX,33,63,,PN,52,,4,"77,47",,,,,,,,,1,2.0,Appartement,,86.0,4.0,,,
1432017,,,,,,,,1,14/01/2022,Vente,"280000,00",53.0,,RUE,4475,HUGUERIE,33000.0,BORDEAUX,33,63,,KV,97,,14,"39,38",3,,,,,,,,2,2.0,Appartement,,38.0,2.0,,,
1432020,,,,,,,,1,27/01/2022,Vente,"178000,00",31.0,,RUE,1240,BREMONTIER,33800.0,BORDEAUX,33,63,,CT,434,,3,"36,75",,,,,,,,,1,2.0,Appartement,,38.0,2.0,,,
1432040,,,,,,,,1,18/01/2022,Vente,"570000,00",50.0,,RUE,3520,FERRERE,33000.0,BORDEAUX,33,63,,PI,55,,15,"90,01",19,,21,,25.0,,,,4,2.0,Appartement,,94.0,3.0,,,
1432072,,,,,,,,1,24/01/2022,Vente,"220000,00",12.0,,RUE,3830,DES GANTS,33000.0,BORDEAUX,33,63,,HB,174,,3,"44,45",,,,,,,,,1,2.0,Appartement,,33.0,2.0,,,
1432075,,,,,,,,1,06/01/2022,Vente,"495000,00",33.0,,RUE,5540,DU LIEUTENANT DELVERT,33000.0,BORDEAUX,33,63,,IP,67,,,,,,,,,,,,0,1.0,Maison,,95.0,5.0,S,,163.0
1432089,,,,,,,,1,20/01/2022,Vente,"452000,00",4.0,,RUE,2235,DE LA CONCORDE,33000.0,BORDEAUX,33,63,,KX,6,,5,"84,25",,,,,,,,,1,2.0,Appartement,,80.0,3.0,,,
1432092,,,,,,,,1,06/01/2022,Vente,"160000,00",32.0,,RUE,0550,DES BAHUTIERS,33000.0,BORDEAUX,33,63,,KL,35,,5,"28,63",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432093,,,,,,,,1,20/01/2022,Vente,"181500,00",33.0,,RUE,5367,LEON BLUM,33300.0,BORDEAUX,33,63,,SN,203,,,,,,,,,,,,0,1.0,Maison,,70.0,4.0,S,,168.0
1432098,,,,,,,,1,06/01/2022,Vente,"200000,00",1.0,,PAS,4405,HERMITTE,33000.0,BORDEAUX,33,63,,IY,66,,73,,,,,,,,,,1,2.0,Appartement,,43.0,2.0,,,
1432109,,,,,,,,1,18/01/2022,Vente,"176000,00",101.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,PT,70,,20,,,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,
1432120,,,,,,,,1,06/01/2022,Vente,"185000,00",46.0,T,RUE,5470,DE LEYBARDIE,33300.0,BORDEAUX,33,63,,RN,4,,227,,,,,,,,,,1,2.0,Appartement,,82.0,5.0,,,
1432122,,,,,,,,1,12/01/2022,Vente,"395000,00",10.0,,RUE,5745,LUGEOL,33000.0,BORDEAUX,33,63,,LY,88,,,,,,,,,,,,0,1.0,Maison,,84.0,3.0,S,,134.0
1432126,,,,,,,,1,07/01/2022,Vente,"225800,00",62.0,,RUE,2635,DEVEAUX,33200.0,BORDEAUX,33,63,,VK,4,,57,,,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
1432127,,,,,,,,1,10/01/2022,Vente,"672800,00",5.0,B,RUE,5150,LAMOUROUS,33000.0,BORDEAUX,33,63,,DX,55,,,,,,,,,,,,0,1.0,Maison,,120.0,6.0,S,,139.0
1432128,,,,,,,,1,19/01/2022,Vente,"560000,00",136.0,,BD,3965,GEORGE V,33000.0,BORDEAUX,33,63,,ES,147,,,,,,,,,,,,0,2.0,Appartement,,25.0,1.0,S,,126.0
1432130,,,,,,,,1,19/01/2022,Vente,"560000,00",136.0,,BD,3965,GEORGE V,33000.0,BORDEAUX,33,63,,ES,147,,,,,,,,,,,,0,2.0,Appartement,,35.0,1.0,S,,126.0
1432131,,,,,,,,1,19/01/2022,Vente,"560000,00",136.0,,BD,3965,GEORGE V,33000.0,BORDEAUX,33,63,,ES,147,,,,,,,,,,,,0,2.0,Appartement,,30.0,1.0,S,,126.0
1432133,,,,,,,,1,19/01/2022,Vente,"560000,00",136.0,,BD,3965,GEORGE V,33000.0,BORDEAUX,33,63,,ES,147,,,,,,,,,,,,0,2.0,Appartement,,23.0,1.0,S,,126.0
1432154,,,,,,,,1,24/01/2022,Vente,"146500,00",133.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,ED,29,,12,,2,,,,,,,,2,2.0,Appartement,,53.0,3.0,,,
1432160,,,,,,,,1,14/01/2022,Vente,"1185000,00",39.0,,RUE,0885,BERRUER,33000.0,BORDEAUX,33,63,,IM,29,,,,,,,,,,,,0,1.0,Maison,,112.0,5.0,S,,326.0
1432166,,,,,,,,1,24/01/2022,Vente,"113000,00",12.0,,RUE,6160,MAUBEC,33000.0,BORDEAUX,33,63,,DO,183,,3,,,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,
1432167,,,,,,,,1,24/01/2022,Vente,"113000,00",12.0,,RUE,6160,MAUBEC,33000.0,BORDEAUX,33,63,,DO,183,,1,,,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432175,,,,,,,,1,24/01/2022,Vente,"590000,00",4.0,,RUE,2550,DELMESTRE,33200.0,BORDEAUX,33,63,,VW,87,,,,,,,,,,,,0,1.0,Maison,,132.0,5.0,S,,195.0
1432176,,,,,,,,1,24/01/2022,Vente,"510000,00",16.0,,ALL,8075,DES ROSES,33200.0,BORDEAUX,33,63,,MR,50,,,,,,,,,,,,0,1.0,Maison,,85.0,4.0,S,,236.0
1432182,,,,,,,,1,18/01/2022,Vente,"249790,00",28.0,,RUE,2055,CHEVERUS,33000.0,BORDEAUX,33,63,,KI,53,,11,,,,,,,,,,1,2.0,Appartement,,43.0,1.0,,,
1432185,,,,,,,,1,06/01/2022,Vente,"498000,00",10.0,,BD,7566,DU PRESIDENT WILSON,33000.0,BORDEAUX,33,63,,MH,108,,,,,,,,,,,,0,1.0,Maison,,115.0,5.0,S,,90.0
1432188,,,,,,,,1,26/01/2022,Vente,"1370000,00",42.0,,RUE,2355,DE LA COURSE,33000.0,BORDEAUX,33,63,,PN,201,,,,,,,,,,,,0,2.0,Appartement,,42.0,2.0,S,,130.0
1432189,,,,,,,,1,26/01/2022,Vente,"1370000,00",42.0,,RUE,2355,DE LA COURSE,33000.0,BORDEAUX,33,63,,PN,201,,,,,,,,,,,,0,2.0,Appartement,,83.0,2.0,S,,130.0
1432190,,,,,,,,1,26/01/2022,Vente,"1370000,00",42.0,,RUE,2355,DE LA COURSE,33000.0,BORDEAUX,33,63,,PN,201,,,,,,,,,,,,0,2.0,Appartement,,158.0,6.0,S,,130.0
1432205,,,,,,,,1,06/01/2022,Vente,"394064,00",37.0,,RUE,0495,AUSONE,33000.0,BORDEAUX,33,63,,HE,41,,5,,,,,,,,,,1,2.0,Appartement,,74.0,3.0,,,
1432207,,,,,,,,1,07/01/2022,Vente,"412000,00",16.0,,RUE,6880,DU PALAIS OMBRIERE,33000.0,BORDEAUX,33,63,,KL,322,,16,"58,16",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
1432209,,,,,,,,1,06/01/2022,Vente,"429000,00",119.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,MW,30,,,,,,,,,,,,0,1.0,Maison,,82.0,2.0,S,,131.0
1432210,,,,,,,,1,05/01/2022,Vente,"655000,00",24.0,,RUE,8780,SULLIVAN,33000.0,BORDEAUX,33,63,,LX,180,,,,,,,,,,,,0,1.0,Maison,,121.0,5.0,S,,162.0
1432227,,,,,,,,1,18/01/2022,Vente,"210000,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,739,"62,02",,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
1432234,,,,,,,,1,19/01/2022,Vente,"150000,00",153.0,,RUE,8390,SAINTE CATHERINE,33000.0,BORDEAUX,33,63,,HD,260,,12,,4,,,,,,,,2,2.0,Appartement,,30.0,1.0,,,
1432238,,,,,,,,1,20/01/2022,Vente,"197550,00",63.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HK,33,,5,,6,,,,,,,,2,2.0,Appartement,,43.0,2.0,,,
1432240,,,,,,,,1,26/01/2022,Vente,"257000,00",49.0,,RUE,2206,COMMANDANT CHARCOT CAUD,33200.0,BORDEAUX,33,63,,YE,94,,99,,,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,
1432241,,,,,,,,1,20/01/2022,Vente,"240000,00",14.0,,RUE,3640,DE LA FRANCHISE,33000.0,BORDEAUX,33,63,,LP,177,,6,"37,30",,,,,,,,,1,2.0,Appartement,,33.0,1.0,,,
1432242,,,,,,,,1,27/01/2022,Vente,"340800,00",111.0,,RUE,0935,BINAUD,33300.0,BORDEAUX,33,63,,RB,103,,,,,,,,,,,,0,1.0,Maison,,53.0,3.0,S,,129.0
1432254,,,,,,,,1,10/01/2022,Vente,"444600,00",24.0,,RUE,7069,PAULE MARROT,33300.0,BORDEAUX,33,63,,TH,65,,133,,,,,,,,,,1,2.0,Appartement,,101.0,5.0,,,
1432255,,,,,,,,1,14/01/2022,Vente,"282000,00",19.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,DA,87,,6,,8,,,,,,,,2,2.0,Appartement,,50.0,3.0,,,
1432264,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,1,,3,"20,86",,,,,,,2,2.0,Appartement,,20.0,1.0,,,
1432265,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,2,,4,"20,91",,,,,,,2,2.0,Appartement,,20.0,1.0,,,
1432268,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,6,"25,64",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432269,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,8,"25,50",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432270,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,7,"20,50",,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,
1432271,,,,,,,,1,10/01/2022,Vente,"739380,00",4.0,,RUE,2275,CONRAD GAUSSEN,33300.0,BORDEAUX,33,63,,RI,77,,5,"20,75",,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,
1432277,,,,,,,,1,24/01/2022,Vente,"247000,00",116.0,,RUE,5785,MAC CARTHY CAUD,33200.0,BORDEAUX,33,63,,NM,46,,245,,,,,,,,,,1,2.0,Appartement,,78.0,4.0,,,
1432278,,,,,,,,1,07/01/2022,Vente,"713000,00",222.0,,CRS,0570,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,33,63,,RT,73,,,,,,,,,,,,0,1.0,Maison,,118.0,5.0,S,,183.0
1432283,,,,,,,,1,28/01/2022,Vente,"342150,00",14.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,KS,75,,355,,,,,,,,,,1,2.0,Appartement,,49.0,1.0,,,
1432287,,,,,,,,1,21/01/2022,Vente,"437457,00",2.0,,ALL,6455,MONGE,33200.0,BORDEAUX,33,63,,YI,52,,,,,,,,,,,,0,1.0,Maison,,105.0,4.0,AB,,421.0
1432288,,,,,,,,1,25/01/2022,Vente,"134000,00",41.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,61,,9,,,,,,,,,,1,2.0,Appartement,,31.0,2.0,,,
1432301,,,,,,,,1,26/01/2022,Vente,"152000,00",3.0,,ALL,9374,VIGNOLLES,33800.0,BORDEAUX,33,63,,CH,83,,9,"32,80",,,,,,,,,1,2.0,Appartement,,34.0,1.0,,,
1432323,,,,,,,,1,11/01/2022,Vente,"159000,00",19.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,VT,1,,1246,,1267,,,,,,,,2,2.0,Appartement,,35.0,2.0,,,
1432331,,,,,,,,1,05/01/2022,Vente,"110600,00",4.0,,RUE,8135,DES SABLIERES,33800.0,BORDEAUX,33,63,,EC,36,,6,,,,,,,,,,1,2.0,Appartement,,30.0,2.0,,,
1432332,,,,,,,,1,21/01/2022,Vente,"267000,00",160.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CX,186,,19,,,,,,,,,,1,1.0,Maison,,58.0,3.0,,,
1432336,,,,,,,,1,12/01/2022,Vente,"167000,00",195.0,,RUE,8390,SAINTE CATHERINE,33000.0,BORDEAUX,33,63,,DS,24,,110,"49,66",,,,,,,,,1,2.0,Appartement,,48.0,3.0,,,
1432338,,,,,,,,1,27/01/2022,Vente,"317000,00",144.0,,RUE,6745,NOTRE DAME,33300.0,BORDEAUX,33,63,,RE,83,,42,,,,,,,,,,1,2.0,Appartement,,53.0,2.0,,,
1432342,,,,,,,,1,14/01/2022,Vente,"288000,00",32.0,,RUE,5945,MARCELIN BERTHELOT,33200.0,BORDEAUX,33,63,,NH,65,,129,,,,,,,,,,1,2.0,Appartement,,80.0,4.0,,,
1432355,,,,,,,,1,03/01/2022,Vente,"120800,00",31.0,,RUE,2045,DES CHENES LIEGES,33000.0,BORDEAUX,33,63,,IV,105,,4,"26,40",,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,
1432356,,,,,,,,1,07/01/2022,Vente,"334000,00",16.0,,RUE,4901,KLEBER CAUD,33200.0,BORDEAUX,33,63,,MY,12,,2,,,,,,,,,,1,2.0,Appartement,,109.0,4.0,,,
1432358,,,,,,,,1,28/01/2022,Vente,"238000,00",3.0,,RUE,8730,DE LA SOURCE,33000.0,BORDEAUX,33,63,,OY,175,,,,,,,,,,,,0,1.0,Maison,,50.0,2.0,S,,88.0
1432365,,,,,,,,1,14/01/2022,Vente,"288150,00",99.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,CB,88,,437,,484,"88,19",,,,,,,2,2.0,Appartement,,88.0,5.0,,,
1432374,,,,,,,,1,03/01/2022,Vente,"494000,00",33.0,,RUE,6440,MONADEY,33800.0,BORDEAUX,33,63,,DB,123,,2,"103,60",,,,,,,,,1,2.0,Appartement,,92.0,3.0,,,
1432398,,,,,,,,1,28/01/2022,Vente,"747550,00",53.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,287,,4,,,,,,,,,,1,2.0,Appartement,,117.0,4.0,,,
1432399,,,,,,,,1,27/01/2022,Vente,"148710,00",5.0,,RUE,1645,CASTELMORON,33000.0,BORDEAUX,33,63,,KE,41,,10,,,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432401,,,,,,,,1,31/01/2022,Vente,"500000,00",27.0,,RUE,5325,LEFOL,33800.0,BORDEAUX,33,63,,CV,145,,,,,,,,,,,,0,1.0,Maison,,95.0,4.0,S,,165.0
1432404,,,,,,,,1,10/01/2022,Vente,"101000,00",8.0,,RUE,3835,GARAT,33000.0,BORDEAUX,33,63,,DC,72,,5,,,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
1432419,,,,,,,,1,26/01/2022,Vente,"180000,00",60.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RC,104,,242,"47,00",,,,,,,,,1,2.0,Appartement,,47.0,2.0,,,
1432421,,,,,,,,1,20/01/2022,Vente,"176000,00",56.0,,RUE,4545,DU JARDIN PUBLIC,33000.0,BORDEAUX,33,63,,PM,283,,1,"42,10",,,,,,,,,1,2.0,Appartement,,32.0,1.0,,,
1432435,,,,,,,,1,24/01/2022,Vente,"667575,00",20.0,,RUE,4565,JEAN BART,33300.0,BORDEAUX,33,63,,SK,121,,,,,,,,,,,,0,1.0,Maison,,132.0,5.0,S,,248.0
1432440,,,,,,,,1,27/01/2022,Vente,"280000,00",5.0,,RTE,8985,DE TOULOUSE,33800.0,BORDEAUX,33,63,,EO,197,,60,,,,,,,,,,1,2.0,Appartement,,68.0,4.0,,,
1432443,,,,,,,,1,11/01/2022,Vente,"207000,00",30.0,,RUE,8980,DE TOULON,33000.0,BORDEAUX,33,63,,LT,253,,45,"51,62",,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
1432445,,,,,,,,1,26/01/2022,Vente,"340000,00",50.0,,RUE,7200,PETIT PARC,33200.0,BORDEAUX,33,63,,OB,93,,,,,,,,,,,,0,1.0,Maison,,70.0,3.0,S,,464.0
1432447,,,,,,,,1,25/01/2022,Vente,"535010,00",18.0,,RUE,0480,DES AUGUSTINS,33000.0,BORDEAUX,33,63,,DR,49,,15,"105,25",17,,,,,,,,2,2.0,Appartement,,100.0,4.0,,,
1432450,,,,,,,,1,20/01/2022,Vente,"150000,00",61.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,253,,16,"19,24",,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
1432457,,,,,,,,1,05/01/2022,Vente,"264840,00",106.0,,RUE,3235,ERNEST RENAN,33000.0,BORDEAUX,33,63,,LK,82,,437,,444,"60,61",,,,,,,2,2.0,Appartement,,62.0,3.0,,,
1432461,,,,,,,,1,14/01/2022,Vente en l'état futur d'achèvement,"1000000,00",142.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,220,,25026,,,,,,,,,,1,2.0,Appartement,,100.0,5.0,,,
1432465,,,,,,,,1,07/01/2022,Vente,"200000,00",38.0,,RUE,2206,COMMANDANT CHARCOT CAUD,33200.0,BORDEAUX,33,63,,YE,21,,35,,75,,,,,,,,2,2.0,Appartement,,81.0,4.0,,,
1432487,,,,,,,,1,28/01/2022,Vente,"129630,00",10.0,,RUE,6780,DE L OBSERVANCE,33000.0,BORDEAUX,33,63,,DP,59,,15,"29,70",,,,,,,,,1,2.0,Appartement,,29.0,1.0,,,
1432488,,,,,,,,1,01/02/2022,Vente,"687000,00",33.0,,CRS,6980,PASTEUR,33000.0,BORDEAUX,33,63,,HI,290,,36,"117,31",,,,,,,,,1,2.0,Appartement,,117.0,4.0,,,
1432489,,,,,,,,1,01/02/2022,Vente,"687000,00",33.0,,CRS,6980,PASTEUR,33000.0,BORDEAUX,33,63,,HI,290,,36,"117,31",,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
1432491,,,,,,,,1,03/02/2022,Vente,"584750,00",11.0,,RUE,1576,DU CARDINAL LECOT,33000.0,BORDEAUX,33,63,,OY,157,,,,,,,,,,,,0,1.0,Maison,,85.0,4.0,S,,151.0
1432493,,,,,,,,1,24/01/2022,Vente,"392900,00",1.0,,RUE,8145,DU SACRE COEUR CAUD,33200.0,BORDEAUX,33,63,,,6,,28,"92,00",41,,,,,,,,2,2.0,Appartement,,89.0,4.0,,,
1432496,,,,,,,,1,13/01/2022,Vente,"765000,00",40.0,,RUE,7445,POQUELIN MOLIERE,33000.0,BORDEAUX,33,63,,KH,149,,3,"154,42",,,,,,,,,1,2.0,Appartement,,154.0,5.0,,,
1432497,,,,,,,,1,11/01/2022,Vente,"224236,00",168.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,OC,148,,15,,27,,,,,,,,2,2.0,Appartement,,82.0,4.0,,,
1432500,,,,,,,,1,14/01/2022,Vente,"214900,00",242.0,B,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,96,,13,"37,68",,,,,,,,,1,2.0,Appartement,,39.0,1.0,,,
1432504,,,,,,,,1,19/01/2022,Vente,"574000,00",46.0,,RUE,3282,ETIENNE LHOSTE,33200.0,BORDEAUX,33,63,,MO,106,,3,"92,51",,,,,,,,,1,2.0,Appartement,,92.0,4.0,,,
1432513,,,,,,,,1,24/01/2022,Vente,"192000,00",45.0,,RUE,3395,DES FAURES,33000.0,BORDEAUX,33,63,,DO,174,,3,"24,50",,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,
1432518,,,,,,,,1,20/01/2022,Vente,"406242,00",56.0,,RUE,2892,DU HAMEL,33800.0,BORDEAUX,33,63,,DH,3,,6,"80,40",,,,,,,,,1,2.0,Appartement,,75.0,3.0,,,
1432540,,,,,,,,1,28/01/2022,Vente,"223000,00",10.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,VX,90,,9,"65,04",,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,
1432564,,,,,,,,1,21/01/2022,Vente,"370500,00",21.0,,RUE,5780,MABLY,33000.0,BORDEAUX,33,63,,KO,72,,63,"60,73",,,,,,,,,1,2.0,Appartement,,38.0,2.0,,,
1432580,,,,,,,,1,18/01/2022,Vente,"390500,00",15.0,,RUE,4810,JUDAIQUE,33000.0,BORDEAUX,33,63,,KX,84,,390,,,,,,,,,,1,2.0,Appartement,,55.0,3.0,,,
1432582,,,,,,,,1,10/01/2022,Vente,"170000,00",129.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,CT,366,,7,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
1432590,,,,,,,,1,07/01/2022,Vente,"234000,00",56.0,,RUE,5305,LEBERTHON,33000.0,BORDEAUX,33,63,,DU,255,,19,,,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,
1432591,,,,,,,,1,07/01/2022,Vente,"234000,00",56.0,,RUE,5305,LEBERTHON,33000.0,BORDEAUX,33,63,,DU,255,,19,,5,,,,,,,,2,2.0,Appartement,,46.0,2.0,,,
1432597,,,,,,,,1,17/01/2022,Vente,"139800,00",5.0,,RUE,2870,DUDON,33000.0,BORDEAUX,33,63,,KJ,246,,1,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
1432605,,,,,,,,1,17/01/2022,Vente,"800000,00",45.0,B,RUE,1270,BRIZARD,33000.0,BORDEAUX,33,63,,LY,268,,,,,,,,,,,,0,1.0,Maison,,130.0,6.0,S,,243.0
1432606,,,,,,,,1,21/01/2022,Vente,"692500,00",74.0,,RUE,4010,GEORGES MANDEL,33000.0,BORDEAUX,33,63,,LW,29,,,,,,,,,,,,0,1.0,Maison,,137.0,6.0,S,,95.0
1432613,,,,,,,,1,27/01/2022,Vente,"156600,00",40.0,,BD,4070,GODARD,33300.0,BORDEAUX,33,63,,PW,52,,237,"32,20",,,,,,,,,1,2.0,Appartement,,31.0,2.0,,,
1432614,,,,,,,,1,26/01/2022,Vente,"345000,00",2.0,,RUE,6550,CITE MORION,33800.0,BORDEAUX,33,63,,BT,70,,,,,,,,,,,,0,1.0,Maison,,53.0,2.0,S,,63.0
1432616,,,,,,,,1,05/01/2022,Vente,"270000,00",48.0,,CRS,3090,EDOUARD VAILLANT,33300.0,BORDEAUX,33,63,,RY,58,,4,,97,"55,09",,,,,,,2,2.0,Appartement,,55.0,3.0,,,
1432619,,,,,,,,1,12/01/2022,Vente,"605000,00",25.0,,RUE,1100,BOUDET,33000.0,BORDEAUX,33,63,,PE,88,,18,,,,,,,,,,1,2.0,Appartement,,112.0,4.0,,,
1432650,,,,,,,,1,18/01/2022,Vente,"1350000,00",235.0,,RUE,4810,JUDAIQUE,33000.0,BORDEAUX,33,63,,MD,160,,,,,,,,,,,,0,1.0,Maison,,245.0,8.0,S,,329.0
1432653,,,,,,,,1,31/01/2022,Vente,"205000,00",61.0,,RUE,6390,MINVIELLE,33000.0,BORDEAUX,33,63,,PM,330,,30,,,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,
1432662,,,,,,,,1,21/01/2022,Vente,"357780,00",37.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OS,80,,443,,,,,,,,,,1,2.0,Appartement,,92.0,4.0,,,
1432674,,,,,,,,1,25/01/2022,Vente,"185000,00",97.0,,CRS,0370,ARISTIDE BRIAND,33000.0,BORDEAUX,33,63,,DU,78,,4,,,,,,,,,,1,2.0,Appartement,,39.0,2.0,,,
1432683,,,,,,,,1,21/01/2022,Vente,"125000,00",6.0,,CITE,6600,MOUNEYRA,33000.0,BORDEAUX,33,63,,HN,118,,50,"22,52",,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,
1432700,,,,,,,,1,17/01/2022,Vente,"243000,00",297.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,75,,62,,93,"69,98",,,,,,,2,2.0,Appartement,,75.0,4.0,,,
1432704,,,,,,,,1,14/01/2022,Vente,"320000,00",7.0,,RUE,0026,DES ACACIAS CAUD,33200.0,BORDEAUX,33,63,,YB,4,,20,"110,09",7,,,,,,,,2,2.0,Appartement,,110.0,4.0,,,
